Age_Group,Gender,Education,Income,Region,Social_Media_Time,Marketing_Channels,Products_Purchased,Likelihood_Try_New_Brand,Influencing_Factors,Purchase_Last_3mo,Referral_Willingness,Monthly_Online_Spend,Interest_Recommendation_Service,Comfort_Data_Personalization,Biggest_Challenge,Cart_Abandon_Freq,Campaign_Satisfaction,Tech_Attitude
Under 18,Female,High school,64617.0,West,1–2 hours,"Email, SMS",Services,Likely,"Brand reputation, Product reviews",No,Neutral,1857.0,Maybe,Comfortable,Lack of trust,Often,5.0,Open but cautious
18–24,Female,High school,17086.0,Central/Other,1–2 hours,Google Ads,Services,Likely,"Brand reputation, Personalization",Yes,,954.0,Maybe,Uncomfortable,Others,Rarely,4.0,Open but cautious
35–44,Male,High school,57525.0,West,1–2 hours,Email,Electronics,Neutral,"Friend recommendations, Product reviews",No,Likely,1089.0,Yes,Very comfortable,"Not enough discounts, Too many choices",Sometimes,4.0,Neutral
18–24,Male,Postgraduate,45731.0,North,30–60 mins,"Email, Instagram, Other",Electronics,Likely,"Brand reputation, Discounts/Offers",Yes,Unlikely,765.0,Yes,Comfortable,"Complicated checkout, Slow delivery, Too many choices",Sometimes,2.0,Disinterested
35–44,Male,Undergraduate,50725.0,Central/Other,1–2 hours,Other,Apparel,Likely,"Friend recommendations, Product reviews",Yes,Likely,763.0,Yes,Uncomfortable,Complicated checkout,Always,2.0,Excited
18–24,Male,Undergraduate,31773.0,West,30–60 mins,Instagram,Apparel,Very likely,"Brand reputation, Friend recommendations",No,Unlikely,603.0,No,Comfortable,"Lack of trust, Others",Sometimes,2.0,Open but cautious
18–24,Female,Postgraduate,36269.0,West,30–60 mins,"Google Ads, SMS",,Likely,"Brand reputation, Visual appeal",No,Neutral,798.0,No,Comfortable,"Others, Too many choices",Sometimes,1.0,Disinterested
18–24,Prefer not to say,Postgraduate,13188.0,Central/Other,30–60 mins,Email,Groceries,Likely,"Brand reputation, Product reviews",Yes,Neutral,556.0,Maybe,Uncomfortable,Lack of trust,Never,5.0,Open but cautious
35–44,Male,Undergraduate,32941.0,North,30–60 mins,SMS,Electronics,Likely,"Brand reputation, Discounts/Offers",Yes,Likely,1737.0,Maybe,Neutral,"Complicated checkout, Not enough discounts",Sometimes,4.0,Excited
45–54,,Undergraduate,39724.0,West,30–60 mins,"Google Ads, SMS",Services,Likely,"Discounts/Offers, Personalization",No,Unlikely,1531.0,No,Neutral,"Lack of trust, Others, Too many choices",Never,5.0,Excited
45–54,Female,Postgraduate,36933.0,East,1–2 hours,"Other, SMS",Electronics,Likely,"Brand reputation, Discounts/Offers",Yes,Neutral,1000.0,No,Comfortable,"Complicated checkout, Others",Often,4.0,Excited
25–34,Male,Undergraduate,17194.0,Central/Other,1–2 hours,"Facebook, Google Ads, Other",Groceries,Unlikely,"Personalization, Product reviews",No,Unlikely,1220.0,No,Comfortable,"Lack of trust, Not enough discounts, Slow delivery",Often,4.0,Disinterested
35–44,Female,,34644.0,South,2+ hours,Other,Electronics,Likely,"Discounts/Offers, Friend recommendations",No,Likely,604.0,No,Neutral,"Others, Too many choices",Sometimes,4.0,Open but cautious
18–24,Female,Postgraduate,40199.0,South,30–60 mins,"Facebook, Google Ads, Instagram",Electronics,Very likely,"Brand reputation, Product reviews",Yes,Very likely,1039.0,No,Comfortable,"Lack of trust, Slow delivery",Sometimes,4.0,Disinterested
25–34,Female,Undergraduate,11201.0,North,<30 mins,"Email, SMS",Apparel,Likely,"Personalization, Visual appeal",No,Neutral,1997.0,No,Comfortable,"Complicated checkout, Others",Often,3.0,Disinterested
,Male,Undergraduate,56956.0,East,30–60 mins,"Google Ads, Instagram, Other",Electronics,Likely,"Discounts/Offers, Visual appeal",No,Neutral,1959.0,No,Comfortable,"Not enough discounts, Slow delivery",Rarely,3.0,Open but cautious
Under 18,Male,Undergraduate,37175.0,West,2+ hours,"Email, Facebook, Instagram",Electronics,Very unlikely,"Brand reputation, Friend recommendations",No,Very likely,2467.0,No,Comfortable,"Complicated checkout, Others, Too many choices",Rarely,1.0,Excited
18–24,Female,High school,49831.0,South,1–2 hours,"Facebook, Instagram, Other",Groceries,Likely,"Brand reputation, Product reviews",No,Neutral,1735.0,No,Neutral,"Lack of trust, Slow delivery",Always,2.0,Excited
,Female,High school,13832.0,North,1–2 hours,"Google Ads, Instagram, Other",Services,Likely,"Friend recommendations, Personalization",No,Neutral,1283.0,Maybe,Very comfortable,"Complicated checkout, Others",Often,4.0,Open but cautious
Under 18,Male,Postgraduate,13856.0,East,<30 mins,"Google Ads, Instagram",Apparel,Likely,"Brand reputation, Product reviews",Yes,Neutral,1684.0,,Comfortable,Too many choices,Often,5.0,Open but cautious
18–24,Female,High school,53799.0,East,1–2 hours,"Google Ads, Instagram, SMS",Apparel,Very unlikely,"Product reviews, Visual appeal",Yes,Likely,484.0,No,Comfortable,"Complicated checkout, Lack of trust, Not enough discounts",Rarely,3.0,Neutral
25–34,Male,Undergraduate,13175.0,North,<30 mins,"Google Ads, Other",Electronics,Very likely,"Brand reputation, Visual appeal",No,Unlikely,1613.0,No,Neutral,"Complicated checkout, Lack of trust, Others",Rarely,2.0,Open but cautious
25–34,Female,Undergraduate,51470.0,North,1–2 hours,"Email, SMS",Electronics,Likely,"Discounts/Offers, Product reviews",Yes,Likely,1768.0,No,Uncomfortable,"Others, Slow delivery, Too many choices",Never,1.0,Disinterested
45–54,Male,High school,12179.0,West,2+ hours,"Instagram, SMS",Apparel,Unlikely,"Friend recommendations, Personalization",Yes,Neutral,1029.0,Yes,Neutral,"Complicated checkout, Others",Rarely,2.0,Open but cautious
45–54,Non-binary/Other,Other,38629.0,North,2+ hours,"Google Ads, Instagram, Other",Groceries,Neutral,"Brand reputation, Personalization",No,Very unlikely,1098.0,Yes,Neutral,Complicated checkout,Often,4.0,Neutral
25–34,Male,High school,16087.0,West,1–2 hours,"Facebook, Google Ads",Other,Neutral,"Friend recommendations, Personalization",No,Likely,902.0,No,Comfortable,"Lack of trust, Others",Rarely,2.0,Skeptical
25–34,Male,Undergraduate,37119.0,West,30–60 mins,"Email, Facebook, Instagram",Services,Likely,"Product reviews, Visual appeal",Yes,Neutral,1010.0,No,Neutral,"Complicated checkout, Lack of trust, Not enough discounts",Sometimes,4.0,Excited
25–34,Male,Undergraduate,18233.0,Central/Other,2+ hours,SMS,Apparel,Unlikely,"Personalization, Visual appeal",No,Unlikely,1177.0,Maybe,Comfortable,"Slow delivery, Too many choices",Rarely,3.0,Open but cautious
25–34,Male,High school,8798.0,East,1–2 hours,"Email, Facebook, Google Ads",Services,Unlikely,"Discounts/Offers, Personalization",No,Neutral,1250.0,Yes,Comfortable,"Others, Slow delivery, Too many choices",Sometimes,3.0,Excited
25–34,Female,High school,19602.0,East,<30 mins,"Other, SMS",Groceries,Likely,"Friend recommendations, Product reviews",Yes,Likely,610.0,Yes,Comfortable,"Complicated checkout, Others, Too many choices",Always,4.0,Excited
35–44,Prefer not to say,Undergraduate,8787.0,East,30–60 mins,"Email, Google Ads, Other",Electronics,Unlikely,"Friend recommendations, Personalization",No,Likely,684.0,Yes,Uncomfortable,"Others, Slow delivery",Rarely,5.0,Open but cautious
25–34,Male,Postgraduate,62796.0,Central/Other,30–60 mins,"Google Ads, Other, SMS",,Neutral,,Yes,Very likely,1532.0,Yes,Very comfortable,"Not enough discounts, Others",Sometimes,3.0,Open but cautious
25–34,Male,High school,91927.0,West,30–60 mins,"Facebook, Google Ads",Services,Likely,"Brand reputation, Visual appeal",Yes,Likely,1317.0,Maybe,Comfortable,"Others, Slow delivery, Too many choices",Rarely,5.0,Open but cautious
25–34,Female,Undergraduate,16305.0,West,30–60 mins,"Email, Google Ads",Electronics,Likely,"Friend recommendations, Personalization",Yes,Very unlikely,644.0,Yes,Comfortable,Others,Rarely,4.0,Disinterested
25–34,Female,Undergraduate,24589.0,North,1–2 hours,Other,Electronics,Likely,"Discounts/Offers, Friend recommendations",Yes,Neutral,982.0,No,Neutral,"Complicated checkout, Lack of trust, Slow delivery",Sometimes,4.0,Excited
45–54,Female,Postgraduate,19298.0,Central/Other,,Other,Electronics,Neutral,"Brand reputation, Personalization",Yes,Likely,2663.0,No,Neutral,"Others, Too many choices",Sometimes,3.0,Open but cautious
35–44,Male,Undergraduate,23085.0,North,30–60 mins,"Google Ads, SMS",Electronics,Likely,"Brand reputation, Personalization",No,Neutral,208.0,No,Uncomfortable,"Not enough discounts, Others",Sometimes,5.0,Excited
18–24,Male,Undergraduate,51111.0,Central/Other,1–2 hours,"Google Ads, Instagram, Other",Apparel,Likely,"Friend recommendations, Product reviews",No,Neutral,129.0,Maybe,Neutral,"Complicated checkout, Slow delivery",Often,4.0,Open but cautious
45–54,Female,Undergraduate,40732.0,North,2+ hours,"Facebook, Instagram, Other",Services,Unlikely,"Discounts/Offers, Visual appeal",Yes,Neutral,211.0,No,,"Complicated checkout, Not enough discounts, Slow delivery",Sometimes,3.0,Open but cautious
25–34,Male,Undergraduate,13130.0,South,1–2 hours,"Facebook, SMS",Groceries,Unlikely,"Brand reputation, Discounts/Offers",No,Neutral,3240.0,Yes,Neutral,"Lack of trust, Others",Never,4.0,Disinterested
45–54,Female,Postgraduate,21606.0,East,30–60 mins,"Facebook, Other",Groceries,Neutral,"Brand reputation, Discounts/Offers",Yes,Very likely,523.0,Maybe,Comfortable,Too many choices,Sometimes,2.0,Open but cautious
35–44,Male,High school,15779.0,East,2+ hours,,Apparel,Neutral,"Brand reputation, Product reviews",Yes,Neutral,872.0,Maybe,Neutral,"Not enough discounts, Slow delivery, Too many choices",Never,2.0,Excited
25–34,Female,Undergraduate,103706.0,West,2+ hours,"Facebook, Google Ads, Instagram",Groceries,Likely,"Discounts/Offers, Personalization",No,Neutral,1460.0,Yes,Neutral,"Slow delivery, Too many choices",Sometimes,3.0,Open but cautious
Under 18,Male,Postgraduate,11170.0,South,30–60 mins,"Facebook, Instagram",Apparel,Likely,"Product reviews, Visual appeal",Yes,Very likely,1405.0,Yes,Very comfortable,Complicated checkout,Sometimes,4.0,Excited
25–34,Female,Postgraduate,22934.0,East,<30 mins,SMS,Apparel,,"Discounts/Offers, Friend recommendations",Yes,Neutral,909.0,Yes,Uncomfortable,Too many choices,Rarely,3.0,Open but cautious
25–34,Male,Other,35188.0,West,1–2 hours,Other,Electronics,Unlikely,"Discounts/Offers, Personalization",No,Unlikely,2243.0,Yes,Comfortable,Others,Often,1.0,Neutral
35–44,Female,Postgraduate,25075.0,South,2+ hours,Email,Electronics,Neutral,"Brand reputation, Product reviews",,Neutral,1647.0,Maybe,Uncomfortable,"Complicated checkout, Others",Always,3.0,Excited
25–34,Male,Undergraduate,9749.0,East,2+ hours,"Other, SMS",Electronics,Likely,"Discounts/Offers, Product reviews",No,Likely,705.0,No,Very uncomfortable,"Complicated checkout, Others, Slow delivery",Often,3.0,Open but cautious
18–24,Female,Undergraduate,47100.0,North,2+ hours,"Facebook, Instagram, Other",Apparel,Neutral,"Personalization, Product reviews",Yes,Likely,541.0,Yes,Uncomfortable,"Others, Slow delivery",Rarely,2.0,Neutral
45–54,Female,Undergraduate,9490.0,Central/Other,1–2 hours,Google Ads,Electronics,Likely,"Discounts/Offers, Visual appeal",Yes,Likely,1166.0,Maybe,Comfortable,"Complicated checkout, Others",Sometimes,2.0,Open but cautious
55+,Female,High school,20894.0,South,1–2 hours,"Google Ads, Instagram",Apparel,Unlikely,"Discounts/Offers, Personalization",Yes,Likely,1691.0,No,Neutral,"Lack of trust, Too many choices",Always,4.0,Excited
25–34,Female,Undergraduate,13391.0,West,<30 mins,"Facebook, Google Ads, Instagram",Other,Likely,"Discounts/Offers, Friend recommendations",Yes,Unlikely,2697.0,Yes,Very comfortable,Too many choices,Rarely,3.0,Disinterested
18–24,Female,Undergraduate,15390.0,South,30–60 mins,"Instagram, Other",Electronics,Very likely,"Discounts/Offers, Personalization",Yes,Likely,1281.0,Maybe,Neutral,Too many choices,Often,3.0,Open but cautious
25–34,Female,High school,24240.0,West,30–60 mins,"Facebook, Google Ads",Groceries,Neutral,"Brand reputation, Visual appeal",Yes,Likely,848.0,Maybe,Very uncomfortable,Others,Never,4.0,Neutral
Under 18,Male,Postgraduate,16480.0,South,1–2 hours,Google Ads,Apparel,Likely,"Brand reputation, Visual appeal",No,Unlikely,2132.0,Maybe,Comfortable,Too many choices,Never,5.0,Open but cautious
45–54,Female,Undergraduate,10263.0,West,1–2 hours,"Google Ads, Instagram, SMS",Apparel,Very likely,"Brand reputation, Personalization",No,,1971.0,No,Uncomfortable,Complicated checkout,Often,4.0,Open but cautious
18–24,Male,Postgraduate,11432.0,East,1–2 hours,"Email, Other, SMS",Other,Neutral,"Discounts/Offers, Visual appeal",Yes,Very likely,1637.0,Maybe,Comfortable,"Complicated checkout, Lack of trust, Others",Often,2.0,Open but cautious
25–34,Male,High school,14372.0,North,30–60 mins,Other,Apparel,Likely,,Yes,Likely,469.0,Yes,Uncomfortable,"Lack of trust, Slow delivery, Too many choices",Often,2.0,Open but cautious
25–34,Male,Undergraduate,21516.0,East,1–2 hours,Email,Electronics,Unlikely,"Brand reputation, Discounts/Offers",Yes,Likely,876.0,No,Neutral,"Complicated checkout, Lack of trust",Always,3.0,Excited
25–34,Male,Undergraduate,55907.0,North,<30 mins,"Google Ads, Other",Groceries,Likely,"Personalization, Product reviews",No,Likely,947.0,Maybe,Comfortable,"Complicated checkout, Too many choices",Rarely,2.0,Open but cautious
35–44,Female,Undergraduate,10230.0,East,30–60 mins,Other,Apparel,Unlikely,"Brand reputation, Visual appeal",No,Neutral,1637.0,Yes,Very comfortable,Lack of trust,Rarely,4.0,Skeptical
45–54,Female,Undergraduate,18414.0,East,1–2 hours,Email,Services,Very likely,"Friend recommendations, Visual appeal",Yes,Neutral,270.0,Maybe,Neutral,Others,Always,3.0,Neutral
18–24,Female,Postgraduate,10992.0,South,1–2 hours,SMS,,Likely,"Friend recommendations, Product reviews",No,Neutral,834.0,No,Comfortable,"Complicated checkout, Others, Slow delivery",Rarely,4.0,Excited
Under 18,Female,High school,9490.0,Central/Other,2+ hours,"Email, Facebook",Apparel,Likely,"Friend recommendations, Visual appeal",Yes,Very unlikely,1078.0,Yes,,Complicated checkout,Sometimes,4.0,Open but cautious
18–24,Male,Undergraduate,22918.0,West,30–60 mins,"Instagram, Other, SMS",Apparel,Likely,"Personalization, Visual appeal",Yes,Likely,927.0,Maybe,Comfortable,"Lack of trust, Not enough discounts, Others",Sometimes,3.0,Skeptical
45–54,Male,Undergraduate,35902.0,West,30–60 mins,"Email, Instagram, SMS",Apparel,Likely,"Personalization, Product reviews",Yes,Neutral,2539.0,Yes,Comfortable,"Complicated checkout, Not enough discounts, Too many choices",Never,5.0,Neutral
45–54,Male,Undergraduate,10514.0,West,30–60 mins,"Email, Instagram, SMS",Services,Neutral,"Friend recommendations, Product reviews",Yes,Neutral,1866.0,No,Uncomfortable,Too many choices,Rarely,2.0,Excited
25–34,Male,Postgraduate,14353.0,North,30–60 mins,SMS,Groceries,Very likely,"Discounts/Offers, Product reviews",Yes,Neutral,1864.0,Yes,Neutral,"Complicated checkout, Others, Slow delivery",Sometimes,1.0,Skeptical
35–44,Male,Postgraduate,9167.0,West,2+ hours,"Facebook, Other, SMS",Apparel,Very likely,"Friend recommendations, Personalization",Yes,Neutral,795.0,Maybe,Uncomfortable,"Others, Slow delivery",Often,1.0,Open but cautious
35–44,Male,Undergraduate,43794.0,West,1–2 hours,SMS,Apparel,Likely,"Brand reputation, Personalization",No,Unlikely,1184.0,Yes,Neutral,"Not enough discounts, Others, Slow delivery",Sometimes,1.0,Open but cautious
18–24,Female,Undergraduate,69948.0,South,2+ hours,"Google Ads, Instagram, Other",Groceries,Very likely,"Discounts/Offers, Friend recommendations",Yes,Unlikely,602.0,Yes,Uncomfortable,Complicated checkout,Sometimes,2.0,Open but cautious
45–54,Female,Undergraduate,11663.0,East,30–60 mins,Email,Electronics,Likely,"Brand reputation, Friend recommendations",Yes,Unlikely,614.0,Yes,Comfortable,"Complicated checkout, Slow delivery",Sometimes,5.0,Skeptical
25–34,Prefer not to say,Postgraduate,19668.0,West,2+ hours,"Google Ads, Other, SMS",Electronics,Likely,"Friend recommendations, Visual appeal",Yes,Unlikely,1876.0,Maybe,Very comfortable,"Complicated checkout, Others, Slow delivery",Rarely,4.0,Disinterested
25–34,Female,Undergraduate,41578.0,Central/Other,<30 mins,"Facebook, Other, SMS",Electronics,Likely,"Discounts/Offers, Visual appeal",Yes,Very likely,1701.0,Maybe,Very uncomfortable,,Rarely,3.0,Disinterested
25–34,Female,Undergraduate,49489.0,West,2+ hours,,Apparel,Neutral,"Brand reputation, Friend recommendations",Yes,Unlikely,573.0,Maybe,Neutral,Slow delivery,Sometimes,5.0,Excited
Under 18,Male,Postgraduate,15775.0,North,30–60 mins,"Instagram, Other",Groceries,Very unlikely,"Friend recommendations, Visual appeal",Yes,Unlikely,1139.0,No,Comfortable,Complicated checkout,Never,1.0,Disinterested
18–24,Female,Undergraduate,10220.0,North,30–60 mins,"Facebook, Google Ads, Other",Other,Neutral,"Brand reputation, Friend recommendations",Yes,Neutral,366.0,No,Very comfortable,"Not enough discounts, Slow delivery, Too many choices",Rarely,2.0,Excited
35–44,Female,Postgraduate,8972.0,North,1–2 hours,"Email, Other, SMS",Apparel,Likely,"Discounts/Offers, Personalization",Yes,Neutral,1447.0,Yes,Neutral,"Complicated checkout, Others",Sometimes,2.0,Open but cautious
18–24,Male,High school,21031.0,West,2+ hours,"Instagram, Other",Electronics,Neutral,"Brand reputation, Personalization",Yes,Unlikely,564.0,No,Neutral,"Complicated checkout, Too many choices",Sometimes,3.0,Open but cautious
35–44,Male,Undergraduate,19323.0,South,<30 mins,"Email, Instagram, SMS",Electronics,Neutral,"Friend recommendations, Visual appeal",Yes,Likely,1141.0,Yes,Neutral,"Complicated checkout, Not enough discounts, Others",Never,4.0,Open but cautious
18–24,Female,Undergraduate,11593.0,Central/Other,30–60 mins,"Email, Google Ads, Instagram",Electronics,Very likely,"Brand reputation, Product reviews",No,Likely,2651.0,Maybe,Neutral,"Complicated checkout, Lack of trust, Too many choices",Sometimes,5.0,Neutral
25–34,Male,Other,30786.0,West,2+ hours,"Facebook, Other",Apparel,Neutral,"Friend recommendations, Personalization",No,Unlikely,516.0,Maybe,Very uncomfortable,"Lack of trust, Others",Sometimes,5.0,Open but cautious
25–34,Female,Postgraduate,10595.0,South,30–60 mins,"Email, Other, SMS",Services,Likely,"Personalization, Visual appeal",Yes,Unlikely,1310.0,Yes,Neutral,"Complicated checkout, Not enough discounts",Never,5.0,Disinterested
